CO(GT),PT08.S5(O3),NO2(GT),PT08.S4(NO2),C6H6(GT)
2.7,1636.0,214.0,1255.0,12.7
2.1,1480.0,174.0,1246.0,11.4
2.0,1413.0,157.0,1240.0,10.2
2.4,1611.0,170.0,1344.0,14.3
6.7,2186.0,212.0,1870.0,32.4
6.4,2203.0,249.0,1758.0,29.0
3.9,1891.0,231.0,1414.0,17.6
2.7,1662.0,216.0,1271.0,12.6
3.0,1674.0,217.0,1350.0,15.5
2.1,1462.0,203.0,1149.0,9.1
1.2,1273.0,161.0,1067.0,6.4
1.2,1174.0,147.0,1030.0,5.1
0.7,1031.0,111.0,954.0,3.3
0.9,1082.0,-200.0,1031.0,5.3
0.8,991.0,115.0,948.0,3.1
0.4,925.0,80.0,920.0,2.2
0.7,1017.0,122.0,988.0,3.9
1.4,1187.0,186.0,1075.0,6.9
4.0,1638.0,306.0,1472.0,19.7
3.9,1672.0,301.0,1405.0,20.1
3.1,1656.0,274.0,1325.0,16.3
3.2,1641.0,247.0,1277.0,14.3
1.5,1117.0,169.0,1028.0,7.0
1.2,901.0,138.0,994.0,6.3
1.9,1046.0,149.0,1085.0,8.6
1.5,884.0,165.0,979.0,6.6
1.4,821.0,156.0,959.0,6.1
1.9,1056.0,184.0,1018.0,8.8
2.2,1139.0,197.0,1085.0,9.4
3.0,1248.0,204.0,1169.0,11.8
2.6,1200.0,207.0,1147.0,11.3
2.8,1220.0,208.0,1102.0,9.7
1.6,1032.0,174.0,958.0,5.8
1.3,971.0,157.0,946.0,5.3
1.6,1011.0,166.0,947.0,5.3
1.5,1049.0,167.0,952.0,5.1
1.3,1053.0,154.0,939.0,4.8
1.6,1157.0,-200.0,997.0,6.4
2.0,1163.0,164.0,1017.0,7.0
1.3,1018.0,149.0,936.0,4.4
0.9,1121.0,150.0,957.0,5.6
1.4,1200.0,205.0,1021.0,7.3
3.1,1403.0,283.0,1198.0,12.7
4.1,1365.0,310.0,1134.0,11.3
1.3,940.0,200.0,890.0,4.9
0.9,750.0,147.0,847.0,3.8
1.0,652.0,128.0,838.0,3.4
1.0,643.0,121.0,880.0,4.2
1.1,629.0,129.0,850.0,3.7
0.8,549.0,110.0,819.0,3.3
1.0,578.0,126.0,824.0,3.4
0.9,582.0,121.0,807.0,3.1
0.9,694.0,142.0,847.0,4.3
1.6,926.0,174.0,915.0,6.2
1.4,915.0,168.0,917.0,5.2
1.4,986.0,180.0,944.0,5.8
1.1,840.0,157.0,870.0,3.5
1.2,939.0,162.0,898.0,4.9
1.8,869.0,173.0,834.0,4.7
1.4,908.0,176.0,843.0,4.9
1.4,1051.0,172.0,876.0,5.0
0.9,922.0,-200.0,832.0,2.9
-200.0,871.0,108.0,825.0,2.6
0.8,793.0,88.0,788.0,1.8
0.7,753.0,85.0,774.0,1.3
0.7,737.0,88.0,787.0,1.5
0.6,722.0,94.0,771.0,1.3
0.8,737.0,115.0,791.0,2.0
1.3,913.0,137.0,908.0,4.3
2.0,1117.0,212.0,979.0,6.7
1.7,774.0,173.0,840.0,4.6
1.2,558.0,135.0,790.0,3.5
1.0,420.0,100.0,753.0,2.1
0.8,363.0,78.0,755.0,1.9
1.0,410.0,100.0,789.0,2.7
1.4,568.0,150.0,832.0,3.7
1.1,570.0,142.0,819.0,2.9
1.6,774.0,165.0,875.0,4.5
1.8,857.0,179.0,892.0,5.3
1.4,737.0,149.0,805.0,3.7
1.1,610.0,126.0,782.0,2.6
1.0,627.0,120.0,782.0,2.4
1.1,566.0,110.0,777.0,2.4
1.0,517.0,92.0,760.0,2.0
0.8,484.0,78.0,749.0,1.5
0.6,482.0,-200.0,738.0,1.2
0.6,496.0,65.0,726.0,0.8
0.6,623.0,73.0,753.0,1.0
0.6,696.0,85.0,780.0,1.3
0.8,916.0,133.0,837.0,2.4
2.3,1309.0,246.0,1037.0,8.7
2.8,1396.0,281.0,1067.0,10.5
2.1,1226.0,222.0,969.0,7.9
1.7,1002.0,182.0,897.0,6.5
1.4,769.0,154.0,845.0,5.7
1.6,784.0,168.0,876.0,6.2
1.4,643.0,149.0,868.0,5.4
1.3,682.0,156.0,865.0,4.9
1.4,692.0,156.0,863.0,5.0
1.7,926.0,187.0,941.0,6.9
1.9,996.0,194.0,989.0,7.5
2.3,1095.0,204.0,1025.0,8.2
2.0,1058.0,174.0,1017.0,7.7
1.6,893.0,154.0,906.0,4.5
1.0,681.0,117.0,842.0,2.7
0.9,599.0,98.0,831.0,2.3
0.9,550.0,90.0,813.0,2.1
0.9,470.0,74.0,785.0,1.4
0.5,375.0,49.0,761.0,0.8
0.4,337.0,-200.0,748.0,0.6
0.5,451.0,54.0,782.0,1.0
0.6,600.0,69.0,802.0,1.3
0.6,712.0,92.0,817.0,1.6
1.0,931.0,146.0,885.0,3.0
2.1,1332.0,224.0,1120.0,10.0
2.9,1520.0,253.0,1268.0,15.1
2.2,1223.0,225.0,1022.0,8.6
1.6,1122.0,180.0,996.0,6.9
1.8,1099.0,194.0,979.0,7.6
1.5,904.0,158.0,959.0,6.9
2.2,1022.0,184.0,992.0,8.5
1.6,719.0,165.0,844.0,5.3
1.5,609.0,156.0,800.0,4.4
1.8,-200.0,172.0,-200.0,-200.0
1.8,-200.0,194.0,-200.0,-200.0
2.3,-200.0,208.0,-200.0,-200.0
1.9,-200.0,187.0,-200.0,-200.0
1.9,-200.0,187.0,-200.0,-200.0
1.1,-200.0,127.0,-200.0,-200.0
0.9,-200.0,107.0,-200.0,-200.0
0.8,-200.0,99.0,-200.0,-200.0
0.9,-200.0,100.0,-200.0,-200.0
0.7,-200.0,73.0,-200.0,-200.0
0.8,-200.0,-200.0,-200.0,-200.0
-200.0,-200.0,83.0,-200.0,-200.0
0.7,-200.0,92.0,-200.0,-200.0
0.6,-200.0,100.0,-200.0,-200.0
1.0,-200.0,149.0,-200.0,-200.0
1.7,-200.0,231.0,-200.0,-200.0
2.7,-200.0,245.0,-200.0,-200.0
3.3,-200.0,203.0,-200.0,-200.0
2.1,-200.0,165.0,-200.0,-200.0
2.0,-200.0,168.0,-200.0,-200.0
2.0,-200.0,151.0,-200.0,-200.0
2.3,-200.0,152.0,-200.0,-200.0
2.0,-200.0,144.0,-200.0,-200.0
2.1,-200.0,148.0,-200.0,-200.0
2.3,-200.0,176.0,-200.0,-200.0
3.1,-200.0,209.0,-200.0,-200.0
3.9,-200.0,240.0,-200.0,-200.0
3.8,-200.0,223.0,-200.0,-200.0
2.9,-200.0,187.0,-200.0,-200.0
2.2,-200.0,157.0,-200.0,-200.0
1.9,-200.0,123.0,-200.0,-200.0
2.0,-200.0,126.0,-200.0,-200.0
1.8,-200.0,106.0,-200.0,-200.0
1.6,-200.0,95.0,-200.0,-200.0
1.5,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,87.0,-200.0,-200.0
1.5,-200.0,88.0,-200.0,-200.0
1.7,-200.0,134.0,-200.0,-200.0
1.9,-200.0,156.0,-200.0,-200.0
3.3,-200.0,247.0,-200.0,-200.0
3.8,-200.0,289.0,-200.0,-200.0
4.3,-200.0,250.0,-200.0,-200.0
3.7,-200.0,232.0,-200.0,-200.0
2.7,-200.0,185.0,-200.0,-200.0
2.2,-200.0,147.0,-200.0,-200.0
2.4,-200.0,128.0,-200.0,-200.0
2.2,-200.0,131.0,-200.0,-200.0
2.3,-200.0,135.0,-200.0,-200.0
2.6,-200.0,149.0,-200.0,-200.0
4.2,-200.0,209.0,-200.0,-200.0
6.2,-200.0,243.0,-200.0,-200.0
8.4,-200.0,276.0,-200.0,-200.0
4.5,-200.0,225.0,-200.0,-200.0
2.7,-200.0,194.0,-200.0,-200.0
2.4,-200.0,164.0,-200.0,-200.0
2.3,-200.0,148.0,-200.0,-200.0
2.2,-200.0,136.0,-200.0,-200.0
2.0,-200.0,116.0,-200.0,-200.0
1.6,-200.0,-200.0,-200.0,-200.0
1.6,-200.0,91.0,-200.0,-200.0
1.5,-200.0,87.0,-200.0,-200.0
1.7,-200.0,123.0,-200.0,-200.0
1.8,-200.0,152.0,-200.0,-200.0
3.8,-200.0,267.0,-200.0,-200.0
5.9,-200.0,296.0,-200.0,-200.0
5.4,-200.0,291.0,-200.0,-200.0
4.7,-200.0,276.0,-200.0,-200.0
4.3,-200.0,250.0,-200.0,-200.0
5.4,-200.0,251.0,-200.0,-200.0
5.8,-200.0,275.0,-200.0,-200.0
6.1,-200.0,312.0,-200.0,-200.0
7.1,-200.0,340.0,-200.0,-200.0
6.6,-200.0,326.0,-200.0,-200.0
6.5,-200.0,284.0,-200.0,-200.0
7.1,-200.0,289.0,-200.0,-200.0
4.9,-200.0,215.0,-200.0,-200.0
4.0,2141.0,207.0,1400.0,16.8
4.0,2023.0,213.0,1268.0,13.0
3.6,1967.0,192.0,1279.0,12.6
4.2,1931.0,211.0,1313.0,14.2
4.3,1889.0,229.0,1274.0,12.9
3.6,1699.0,216.0,1174.0,9.7
2.5,1467.0,-200.0,1051.0,5.9
-200.0,1390.0,146.0,1065.0,5.5
1.4,1371.0,136.0,1087.0,6.6
1.4,1427.0,156.0,1103.0,7.3
1.6,1489.0,176.0,1144.0,8.8
2.3,1610.0,224.0,1263.0,11.9
2.4,1619.0,207.0,1290.0,12.0
2.7,1706.0,221.0,1307.0,11.9
3.4,1882.0,229.0,1382.0,16.2
3.1,1911.0,208.0,1450.0,17.6
3.6,1943.0,207.0,1488.0,17.6
3.8,2020.0,216.0,1448.0,17.5
3.3,1999.0,224.0,1392.0,15.7
3.4,2008.0,225.0,1440.0,16.7
3.7,2026.0,227.0,1435.0,17.1
4.6,2225.0,248.0,1637.0,23.0
5.0,2317.0,251.0,1659.0,24.6
5.7,2426.0,265.0,1712.0,26.8
5.2,2355.0,262.0,1609.0,23.2
5.0,2375.0,241.0,1587.0,22.0
4.5,2494.0,231.0,1543.0,20.4
4.1,2411.0,229.0,1488.0,18.0
4.1,2226.0,221.0,1541.0,18.5
3.1,1808.0,180.0,1451.0,13.3
2.7,1571.0,-200.0,1413.0,11.3
2.8,1548.0,140.0,1430.0,12.5
2.9,1541.0,153.0,1387.0,11.5
2.6,1441.0,150.0,1348.0,10.9
2.6,1396.0,145.0,1356.0,10.7
2.8,1411.0,149.0,1420.0,11.9
3.3,1497.0,155.0,1477.0,13.4
3.2,1619.0,158.0,1473.0,13.0
3.3,1590.0,188.0,1456.0,11.2
1.5,1163.0,154.0,1310.0,5.5
1.2,1001.0,107.0,1277.0,4.9
1.1,822.0,92.0,1278.0,6.5
1.7,773.0,106.0,1293.0,8.4
1.0,588.0,90.0,1109.0,4.4
1.0,610.0,100.0,1081.0,4.3
2.6,1000.0,132.0,1388.0,11.6
2.5,1048.0,211.0,1234.0,9.0
2.1,1002.0,179.0,1198.0,7.8
1.0,711.0,116.0,1032.0,3.7
1.3,1024.0,143.0,1137.0,5.3
1.5,1054.0,142.0,1173.0,5.6
1.4,994.0,135.0,1158.0,5.3
1.6,1031.0,136.0,1182.0,6.0
1.1,884.0,109.0,1120.0,4.0
0.7,794.0,-200.0,1080.0,2.8
0.5,688.0,62.0,1024.0,1.8
0.4,617.0,49.0,1024.0,1.5
0.7,818.0,81.0,1053.0,2.9
0.7,690.0,104.0,857.0,2.2
2.3,1291.0,176.0,1257.0,11.4
2.5,1200.0,193.0,1175.0,9.5
1.7,1127.0,168.0,1043.0,11.6
2.5,1582.0,123.0,1013.0,33.9
2.1,700.0,111.0,913.0,7.6
1.1,693.0,120.0,990.0,7.0
1.3,709.0,123.0,967.0,6.9
1.1,671.0,115.0,917.0,5.8
1.1,632.0,120.0,885.0,5.2
1.4,716.0,140.0,901.0,6.4
2.3,1059.0,185.0,1044.0,11.9
4.2,1329.0,212.0,1136.0,17.4
3.5,1196.0,200.0,1018.0,14.7
3.0,1131.0,191.0,928.0,10.0
1.7,977.0,169.0,878.0,6.6
1.6,963.0,139.0,936.0,6.6
1.0,581.0,102.0,813.0,3.1
0.8,432.0,76.0,766.0,2.2
0.6,352.0,56.0,740.0,1.3
0.4,348.0,-200.0,762.0,1.1
-200.0,312.0,30.0,738.0,0.5
0.3,296.0,28.0,738.0,0.5
0.4,385.0,56.0,780.0,1.3
0.5,586.0,94.0,834.0,2.5
1.5,987.0,196.0,979.0,6.7
2.1,1035.0,220.0,1017.0,8.0
1.6,782.0,168.0,905.0,5.3
1.0,511.0,133.0,776.0,3.3
1.2,566.0,134.0,801.0,4.4
1.3,642.0,138.0,837.0,5.5
1.4,591.0,135.0,792.0,4.8
1.0,461.0,111.0,741.0,3.5
1.4,609.0,124.0,840.0,4.9
1.5,821.0,158.0,901.0,6.6
2.4,1163.0,181.0,1085.0,12.3
2.8,1405.0,185.0,1132.0,14.1
3.1,1405.0,187.0,1141.0,14.2
3.1,1429.0,196.0,1061.0,11.6
2.0,1284.0,174.0,953.0,8.2
2.1,1409.0,182.0,1015.0,9.2
1.9,1376.0,182.0,999.0,8.3
2.5,1421.0,193.0,1078.0,10.7
2.0,1356.0,174.0,1014.0,8.0
1.4,1296.0,-200.0,949.0,5.9
1.1,1202.0,142.0,913.0,4.5
0.8,1206.0,137.0,883.0,3.8
0.9,1305.0,140.0,924.0,5.1
1.6,1485.0,201.0,1052.0,8.8
3.6,1643.0,288.0,1273.0,16.1
3.3,1459.0,260.0,1211.0,13.4
2.1,1152.0,206.0,1014.0,9.0
1.3,885.0,98.0,887.0,5.0
1.1,770.0,138.0,880.0,4.3
1.5,852.0,139.0,948.0,6.3
1.5,830.0,137.0,939.0,6.0
1.6,867.0,155.0,942.0,5.7
1.5,881.0,155.0,967.0,5.6
1.6,975.0,148.0,1010.0,7.0
2.2,1136.0,153.0,1110.0,9.5
3.4,1434.0,171.0,1300.0,15.9
5.6,1746.0,227.0,1542.0,24.7
5.2,1592.0,251.0,1294.0,16.8
2.8,1341.0,216.0,1111.0,10.7
2.4,1208.0,200.0,1016.0,8.3
2.7,1334.0,192.0,1101.0,11.0
2.6,1208.0,187.0,984.0,7.4
2.3,1196.0,173.0,1024.0,7.9
1.0,931.0,-200.0,874.0,3.6
0.6,656.0,64.0,837.0,1.7
0.5,478.0,46.0,804.0,1.0
0.5,489.0,51.0,794.0,1.1
1.0,893.0,115.0,935.0,4.0
2.6,1322.0,238.0,1134.0,9.7
2.7,1280.0,202.0,1152.0,10.6
1.8,943.0,167.0,969.0,5.4
1.2,772.0,139.0,913.0,3.9
1.3,826.0,147.0,944.0,4.4
1.4,808.0,130.0,1003.0,5.0
1.8,901.0,143.0,1072.0,6.8
1.3,763.0,143.0,980.0,4.8
1.4,722.0,136.0,972.0,5.0
1.4,735.0,143.0,982.0,5.2
2.4,1047.0,177.0,1160.0,10.0
2.8,1163.0,198.0,1185.0,11.1
3.3,1244.0,200.0,1246.0,12.9
2.5,1025.0,191.0,1058.0,7.8
2.1,982.0,169.0,1016.0,6.3
1.2,607.0,106.0,883.0,2.8
1.2,616.0,105.0,910.0,3.3
1.3,654.0,130.0,905.0,3.1
1.0,479.0,82.0,867.0,2.1
0.8,487.0,-200.0,863.0,1.9
-200.0,382.0,45.0,803.0,0.7
0.4,350.0,35.0,794.0,0.8
0.5,438.0,60.0,846.0,1.3
0.7,578.0,90.0,888.0,1.8
2.1,1140.0,205.0,1115.0,7.9
2.5,1203.0,199.0,1174.0,9.8
2.0,1000.0,153.0,1033.0,7.4
1.4,806.0,163.0,964.0,5.3
1.3,724.0,152.0,952.0,4.8
1.4,690.0,146.0,953.0,5.6
1.6,757.0,146.0,971.0,6.6
1.7,818.0,134.0,987.0,6.7
1.8,936.0,164.0,1045.0,8.4
2.4,1133.0,141.0,1096.0,10.3
2.8,1298.0,204.0,1187.0,12.6
3.3,1387.0,210.0,1268.0,16.0
4.8,1502.0,250.0,1333.0,17.6
2.8,1273.0,202.0,1097.0,10.1
2.4,1271.0,190.0,1111.0,9.8
2.9,1464.0,236.0,1138.0,11.5
2.7,1384.0,250.0,1023.0,8.2
2.1,1281.0,219.0,997.0,6.8
1.5,1083.0,156.0,913.0,4.3
1.2,989.0,-200.0,903.0,3.9
0.9,911.0,98.0,860.0,2.6
0.8,893.0,89.0,867.0,2.4
0.8,894.0,104.0,866.0,2.3
1.1,1018.0,148.0,941.0,4.5
1.9,1191.0,194.0,1072.0,8.5
2.5,1285.0,231.0,1099.0,9.0
2.2,1219.0,200.0,983.0,5.7
2.1,1370.0,217.0,1027.0,6.9
2.3,1317.0,210.0,982.0,6.4
1.2,818.0,126.0,902.0,3.5
1.2,683.0,118.0,937.0,3.7
1.1,573.0,114.0,901.0,2.9
1.1,595.0,117.0,911.0,3.4
1.4,774.0,140.0,969.0,5.3
1.7,1059.0,168.0,1057.0,7.3
2.5,1326.0,202.0,1147.0,10.0
2.7,1494.0,211.0,1203.0,12.3
3.1,1559.0,231.0,1185.0,11.8
2.8,1575.0,214.0,1141.0,10.4
1.9,1447.0,181.0,1062.0,7.7
1.9,1367.0,173.0,1083.0,7.5
1.7,1230.0,169.0,1026.0,6.1
2.2,1396.0,174.0,1124.0,8.3
1.6,1191.0,-200.0,1012.0,5.1
1.5,1009.0,130.0,993.0,4.9
0.8,572.0,72.0,894.0,1.9
0.5,420.0,40.0,881.0,1.0
0.5,453.0,56.0,905.0,1.1
0.7,520.0,81.0,919.0,1.5
0.7,531.0,81.0,919.0,1.6
0.9,579.0,88.0,947.0,2.3
1.0,570.0,94.0,946.0,2.5
1.1,571.0,97.0,976.0,2.5
1.1,582.0,112.0,1024.0,2.8
1.0,551.0,104.0,1007.0,2.4
1.1,634.0,107.0,1038.0,3.3
1.3,633.0,114.0,1013.0,3.2
1.2,613.0,115.0,996.0,2.8
1.3,702.0,127.0,1006.0,3.4
1.1,649.0,119.0,997.0,2.9
1.5,841.0,149.0,1040.0,4.6
1.4,795.0,140.0,1001.0,3.8
1.1,638.0,105.0,965.0,3.1
1.3,663.0,116.0,976.0,3.7
1.4,610.0,112.0,1010.0,3.3
1.1,480.0,80.0,948.0,2.1
0.8,404.0,59.0,936.0,1.2
0.6,357.0,-200.0,919.0,0.7
-200.0,348.0,36.0,910.0,0.5
0.5,399.0,49.0,947.0,1.0
0.6,464.0,63.0,1001.0,2.1
1.2,699.0,123.0,1129.0,5.5
2.2,1006.0,164.0,1282.0,10.9
2.9,1206.0,218.0,1375.0,13.3
2.9,1122.0,254.0,1260.0,9.6
2.0,1069.0,210.0,1196.0,7.0
1.7,1062.0,208.0,1199.0,6.6
2.2,1162.0,204.0,1303.0,9.3
1.8,1010.0,172.0,1227.0,7.9
1.6,931.0,157.0,1184.0,6.9
1.9,1025.0,181.0,1272.0,8.6
2.2,1110.0,194.0,1290.0,10.0
2.2,979.0,193.0,1281.0,8.8
4.9,1409.0,252.0,1682.0,20.2
6.3,1438.0,283.0,1633.0,19.7
2.7,1083.0,208.0,1194.0,7.1
1.4,916.0,143.0,1082.0,4.4
1.2,825.0,124.0,1046.0,2.9
0.8,704.0,89.0,1015.0,2.1
0.8,668.0,85.0,1032.0,2.1
0.7,512.0,66.0,963.0,1.1
0.4,385.0,-200.0,908.0,0.6
0.4,377.0,46.0,918.0,0.5
0.5,467.0,60.0,956.0,1.0
0.9,691.0,117.0,1035.0,2.6
1.5,981.0,178.0,1180.0,6.7
3.8,1369.0,295.0,1523.0,16.7
5.4,1589.0,243.0,1789.0,24.0
3.5,1370.0,255.0,1435.0,15.0
1.7,1005.0,201.0,1140.0,6.9
2.0,1105.0,208.0,1225.0,9.1
2.1,1142.0,212.0,1282.0,10.0
3.0,1105.0,238.0,1355.0,12.9
2.1,917.0,201.0,1245.0,9.0
2.5,1050.0,218.0,1305.0,10.9
2.2,848.0,222.0,1177.0,7.9
2.4,952.0,206.0,1236.0,10.2
3.6,1059.0,251.0,1335.0,13.2
2.6,720.0,190.0,1141.0,8.1
2.7,981.0,218.0,1201.0,8.5
1.4,648.0,150.0,1005.0,3.6
0.9,611.0,111.0,986.0,2.6
1.5,773.0,142.0,1050.0,4.3
1.1,703.0,119.0,1007.0,3.2
0.8,560.0,87.0,951.0,1.8
0.6,499.0,-200.0,948.0,1.4
0.6,575.0,70.0,959.0,1.2
0.6,478.0,68.0,894.0,0.7
0.6,442.0,66.0,912.0,1.0
0.7,602.0,117.0,994.0,2.2
1.7,936.0,197.0,1208.0,7.7
1.9,870.0,198.0,1114.0,6.2
1.4,688.0,167.0,1022.0,3.8
1.3,706.0,180.0,1004.0,3.6
1.2,756.0,169.0,1020.0,3.7
1.9,974.0,210.0,1192.0,8.3
2.5,1121.0,232.0,1244.0,10.1
2.3,1064.0,223.0,1243.0,9.9
2.3,1076.0,224.0,1231.0,9.2
2.5,1090.0,238.0,1254.0,10.3
2.8,1119.0,249.0,1289.0,11.4
2.7,1181.0,223.0,1317.0,11.7
3.1,1240.0,244.0,1331.0,12.6
2.9,1254.0,243.0,1264.0,11.4
2.6,1192.0,226.0,1212.0,9.6
1.5,1020.0,167.0,1053.0,4.6
1.6,916.0,172.0,1051.0,4.7
1.1,798.0,120.0,983.0,2.6
0.9,762.0,100.0,1023.0,2.9
0.7,685.0,-200.0,964.0,1.5
-200.0,619.0,86.0,960.0,1.3
0.6,606.0,81.0,962.0,1.2
0.8,788.0,131.0,1051.0,3.0
1.5,947.0,170.0,1146.0,5.5
3.1,1254.0,267.0,1400.0,12.9
3.8,1352.0,269.0,1439.0,14.5
2.7,1165.0,244.0,1228.0,9.0
1.8,1025.0,232.0,1142.0,6.5
1.4,941.0,196.0,1117.0,5.4
1.7,1000.0,195.0,1206.0,7.4
1.9,962.0,189.0,1223.0,7.7
2.2,1214.0,212.0,1299.0,10.7
3.0,1428.0,267.0,1364.0,13.3
3.0,1484.0,262.0,1388.0,13.2
3.9,1658.0,270.0,1503.0,17.5
4.0,1632.0,260.0,1522.0,17.7
3.9,1628.0,265.0,1492.0,17.5
3.5,1481.0,262.0,1399.0,14.1
2.4,1205.0,227.0,1218.0,8.4
2.1,1106.0,192.0,1201.0,7.9
2.5,1106.0,202.0,1215.0,8.1
2.1,1092.0,189.0,1181.0,7.1
1.5,984.0,157.0,1127.0,5.2
1.1,889.0,-200.0,1046.0,3.4
1.0,848.0,97.0,1053.0,3.4
0.8,771.0,100.0,1025.0,2.1
1.0,895.0,146.0,1095.0,4.1
1.4,1003.0,175.0,1161.0,6.1
3.6,1442.0,-200.0,1568.0,18.7
5.8,1727.0,-200.0,1868.0,27.9
4.2,1606.0,190.0,1533.0,17.8
3.3,1354.0,166.0,1324.0,11.8
1.7,914.0,153.0,1084.0,6.6
2.1,913.0,167.0,1122.0,8.4
2.2,847.0,137.0,1097.0,7.6
1.8,778.0,140.0,1067.0,6.7
2.0,835.0,150.0,1104.0,7.9
2.3,903.0,152.0,1124.0,8.4
2.8,1157.0,177.0,1233.0,12.1
3.4,1237.0,189.0,1229.0,12.6
4.0,1253.0,195.0,1309.0,13.6
2.3,1130.0,179.0,1098.0,8.1
2.7,1373.0,188.0,1233.0,11.2
2.7,1338.0,170.0,1193.0,10.1
2.8,1268.0,161.0,1133.0,8.8
2.1,1125.0,145.0,1063.0,6.8
1.9,1054.0,136.0,1063.0,6.4
2.1,1090.0,-200.0,1061.0,6.7
1.7,1029.0,122.0,1004.0,5.2
1.3,882.0,115.0,947.0,3.6
0.9,717.0,103.0,897.0,2.7
1.0,599.0,108.0,855.0,1.9
1.0,687.0,124.0,926.0,3.9
1.5,706.0,133.0,927.0,4.1
1.5,682.0,124.0,912.0,3.7
1.4,629.0,116.0,909.0,3.6
2.4,664.0,113.0,939.0,4.1
2.8,664.0,117.0,972.0,4.5
2.9,630.0,118.0,953.0,4.5
2.6,524.0,108.0,906.0,2.9
2.5,488.0,98.0,911.0,3.1
2.7,609.0,117.0,961.0,3.9
2.8,684.0,126.0,974.0,4.2
3.0,788.0,142.0,1008.0,5.2
3.7,1030.0,157.0,1188.0,10.2
3.5,1026.0,161.0,1106.0,8.1
3.8,1182.0,169.0,1139.0,8.5
4.3,1284.0,166.0,1224.0,10.7
4.8,1371.0,189.0,1230.0,11.5
4.2,1234.0,184.0,1121.0,9.5
3.3,1060.0,145.0,1004.0,5.3
3.0,1038.0,-200.0,1022.0,5.8
-200.0,970.0,119.0,979.0,4.6
1.0,751.0,87.0,915.0,2.7
0.9,742.0,77.0,949.0,3.1
1.1,879.0,112.0,955.0,3.2
1.1,871.0,118.0,949.0,3.6
1.2,890.0,124.0,956.0,3.7
1.7,1059.0,144.0,1053.0,6.4
1.6,808.0,128.0,972.0,5.2
1.4,616.0,120.0,884.0,3.9
1.8,609.0,131.0,868.0,4.1
1.1,471.0,115.0,804.0,2.5
0.9,391.0,82.0,803.0,2.2
1.1,398.0,100.0,807.0,2.3
1.1,419.0,111.0,791.0,2.4
1.2,509.0,132.0,822.0,2.9
1.6,723.0,155.0,884.0,4.9
2.6,888.0,181.0,955.0,6.8
1.5,596.0,155.0,826.0,3.1
1.0,451.0,105.0,793.0,2.1
1.3,581.0,119.0,870.0,3.9
1.6,698.0,150.0,878.0,3.8
1.0,423.0,94.0,797.0,1.8
0.6,332.0,56.0,755.0,1.0
0.4,280.0,-200.0,699.0,0.6
0.3,261.0,28.0,667.0,0.4
0.3,252.0,25.0,669.0,0.3
0.3,257.0,31.0,684.0,0.2
0.4,308.0,66.0,732.0,0.7
1.0,456.0,111.0,837.0,2.6
1.2,527.0,122.0,842.0,3.1
1.0,475.0,115.0,780.0,2.3
0.9,434.0,123.0,744.0,2.0
0.8,385.0,119.0,726.0,2.0
1.1,435.0,125.0,757.0,3.1
1.0,421.0,110.0,731.0,2.9
0.8,371.0,111.0,673.0,2.1
0.9,382.0,114.0,699.0,2.5
0.9,408.0,114.0,716.0,2.8
2.0,676.0,140.0,858.0,6.7
2.4,798.0,141.0,885.0,8.1
2.5,793.0,142.0,870.0,7.4
1.6,573.0,123.0,727.0,3.6
0.9,402.0,90.0,655.0,1.9
0.7,343.0,79.0,621.0,1.4
0.6,322.0,69.0,642.0,1.2
0.6,307.0,60.0,640.0,0.9
0.4,268.0,37.0,602.0,0.6
0.2,227.0,-200.0,559.0,0.2
0.2,221.0,27.0,551.0,0.2
0.2,225.0,30.0,561.0,0.3
0.2,232.0,33.0,579.0,0.3
0.5,313.0,84.0,652.0,1.0
1.5,629.0,147.0,839.0,5.2
1.9,790.0,143.0,840.0,6.1
1.4,630.0,122.0,720.0,3.6
0.9,472.0,109.0,660.0,2.3
0.7,378.0,95.0,647.0,1.9
0.8,384.0,94.0,684.0,2.6
1.0,426.0,102.0,709.0,3.1
0.9,442.0,107.0,701.0,2.7
1.0,467.0,113.0,710.0,3.0
0.9,448.0,110.0,708.0,3.0
1.4,582.0,116.0,815.0,5.0
2.1,892.0,148.0,887.0,7.5
2.8,1006.0,156.0,935.0,9.5
2.2,852.0,159.0,796.0,5.3
1.0,543.0,116.0,672.0,2.4
1.1,529.0,110.0,669.0,2.5
0.9,465.0,102.0,637.0,2.2
0.8,405.0,93.0,601.0,1.5
0.6,332.0,67.0,605.0,1.3
0.5,420.0,-200.0,650.0,0.9
-200.0,532.0,75.0,669.0,0.7
0.4,630.0,73.0,698.0,0.9
0.5,768.0,96.0,722.0,1.4
0.7,866.0,110.0,813.0,3.5
2.4,1254.0,150.0,1056.0,11.0
2.8,1347.0,169.0,1072.0,12.4
2.0,1216.0,181.0,922.0,8.3
2.2,1151.0,187.0,942.0,8.9
1.4,699.0,146.0,767.0,5.7
1.2,584.0,131.0,764.0,5.5
1.9,836.0,161.0,897.0,9.0
1.3,626.0,143.0,802.0,6.3
2.0,878.0,176.0,855.0,9.1
2.0,952.0,178.0,885.0,8.4
3.4,1460.0,207.0,1126.0,17.5
5.1,1855.0,240.0,1325.0,23.3
5.3,1860.0,236.0,1282.0,19.0
2.8,1629.0,199.0,1054.0,11.1
1.6,1454.0,170.0,936.0,6.2
